X2_phon,Freq
l9vREt,0.65
l9vyR,1.05
ljEz6,20.34
ljan,0.77
ljas,1.24
libeRal,1.47
libeRalite,0.11
libeRasj6,8.43
libeRatRis,1.7
libanEz,0.92
libelyl,1.17
libElyl,1.17
libERte,79.53
libERtin,1.25
libido,1.79
libReRi,5.97
lis,0.63
lis@s,8.27
lis@sje,0.68
liSEt,0.15
likORn,1.98
lidokain,0.36
li,0.88
ljEs,1.39
lj2,1.93
liftjER,0.39
ligatyR,0.46
liNe,4.83
liN,89.83
lig,2.97
liljase,0.14
limas,4.01
lim,1.56
limitasj6,0.74
limit,32.77
limonad,6.17
limuzin,3.93
lin,1.08
l5ZRi,4.13
l5ZEt,0.66
l5g8istik,0.54
linOt,0.81
ljOn,20.86
liposyksj6,1.04
lipotimi,0.1
lip,0.14
likEt,0.19
lik9R,5
likidasj6,0.81
likidite,0.7
liR,28.88
liz,0.2
lizjER,0.67
lis,0.15
list,71.56
litani,0.59
litRi,0.29
litogRafi,0.26
litjER,0.82
liteRatyR,8.48
livES,0.14
lividite,0.4
livRe,0.54
livREz6,13.68
livR2z,4.46
lobotomi,0.83
lokalizasj6,2.06
lokalite,0.36
lokasj6,5.51
lOS,0.56
lokomosj6,0.26
lokomotiv,3.95
lOZ,13.69
loZ2z,1.52
lOdZja,0.1
loZik,6.94
loZistik,0.8
lwa,110.12
lolita,0.1
l6Zevite,0.71
l6Z,0.11
l6Zityd,0.46
l6g,4.62
l6gvy,0.3
l6g9R,9.42
lOp,1.01
lopEt,1.25
lOk,2.2
lORNEt,0.13
lOtRi,7.25
losj6,1.68
lOta,0.16
lOt,0.18
lw@Z,3.06
lubaRd,1.73
luS,1.86
lw2z,0.65
lulut,0.45
lup,1.71
luRd,1.25
luRd9R,0.2
lutR,2.52
luv,30.42
lwajote,9.38
lybi,2.41
lybRisite,0.57
lybRifikasj6,0.14
lykaRn,0.95
lysidite,1.92
lysjOl,1.5
l89R,6.65
lyZ,1.22
lymjER,134.83
lyminozite,0.66
lyn,61.02
lynEt,33.33
lyROn,0.69
lyteRjEn,0.12
lyt,23.18
lyt2z,1.27
lyksasj6,0.38
lyksyR,2.92
lyksyRj@s,0.1
lyzERn,0.44
liseEn,3.55
lik@tRopi,0.18
l5f,0.2
liR,0.71
mES,9.87
mER,686.79
mERgR@,0.89
maS,0.81
maSwaR,7.9
matin,0.57
matyR,0.14
myR,1.22
mekanisjEn,5.81
mekanik,3.75
meS@ste,4.13
mek6t@t,0.62
medaje,0.24
medaj,16.32
mEdsin,23.51
medjasj6,0.46
medjatizasj6,0.23
medjatRis,0.6
medikasj6,0.23
medina,0.37
medjokRite,2.04
mediz@s,0.13
mediz@t,0.17
meditasj6,3.14
medyz,1.5
mefj@s,2.21
meZER,0.83
meZER,0.18
megalomani,0.25
megatOn,0.39
mel@koli,2.6
melas,1.31
melatonin,0.11
melodi,4.08
memER,1.03
meme,8.21
menaZER,2.57
menaZRi,0.56
men5Z,1.08
men5Zit,0.99
menopoz,0.83
mepRiz,0.96
meRidjEn,0.25
mez@Z,0.42
mezav@tyR,0.78
mez@t@t,0.11
meteo,8.9
meteoRit,4.87
meteoRoloZi,0.13
metalyRZi,0.16
metamORfoz,1.59
metafOR,4.71
metafizik,0.37
metastaz,0.28
met@psikoz,0.14
metadOn,0.73
metOd,24.87
metodoloZi,0.27
metis,2.12
metRopOl,1.17
masOn,3.79
masOnRi,0.69
mEtREs,26.59
metRiz,4.22
mele,0.64
mabul,0.34
masedwan,0.14
makak,1.72
maSEt,2.64
maSinasj6,1.51
maSin,67.72
maSinuti,0.11
maSinRi,0.23
makRobjotik,0.14
makymba,1.2
madam,307.36
madlEn,0.98
madmwazEl,73.98
madOn,5.25
mafja,11.56
magazinjER,0.55
magRebin,0.81
maZisjEn,13.76
maZi,25.66
maZistRat,3.28
maZistRatyR,1.12
maNanimite,0.13
maNifis@s,0.27
maNityd,0.25
maguj,2.73
maaRani,1.12
mEd,0.13
megRiSOn,0.96
mEgRiSOn,0.96
maj,1.09
m5d9vR,0.89
m5fORt,0.36
m5miz,0.14
m5,499.6
m5tn@s,3.89
mEREs,28.17
meRi,13.55
mEz6mER,0.12
mEzone,0.33
mEzonEt,0.57
mEz6,605.75
maZa,0.54
maZEste,43.43
maZ9R,0.65
maZoREt,1.11
maZoRite,11.43
maZyskyl,0.85
maleme,0.21
malediksj6,14.17
malad,41.24
maladi,66.04
maladREs,1.02
maladRwat,1.94
malapRiz,0.17
malaRja,1.57
malS@s,5.68
malS@s2z,0.8
maldOn,0.14
malf9z@s,0.19
malfORmasj6,0.5
mal2R2z,12.88
malonEtte,0.5
malis,1.29
maliN,22.67
malin,22.67
mal,7.96
malEt,9.3
malnytRisj6,0.58
maltREt@s,0.66
malvEj@s,0.4
malvERsasj6,0.55
mam,0.63
mamzEl,0.11
mam@,540.21
mamEl,0.83
mami,18.66
mamma,2.27
mamogRafi,0.15
mami,0.41
mami,0.69
mamzEl,0.1
m@SEt,2.34
m@SOt,1.56
m@daRin,1.17
m@datER,0.37
m@dibyl,0.55
m@dolin,0.55
m@dRagOR,0.47
manEt,1.08
m@Zaj,0.14
m@ZwaR,0.46
m@Z2z,3.45
m@gust,0.33
m@g,1.44
manjER,72.31
mani,6.63
manif,4.98
manifEst@t,2.06
manifEstasj6,8.9
manig@s,0.57
manij,0.4
manipylasj6,2.63
manipylatRis,1.47
manivEl,1.55
man,0.65
m@saRd,0.5
m@s8etyd,0.17
m@ta,0.72
m@t,0.72
man8El,6.63
manyfaktyR,0.37
mak,0.12
makREl,7.5
makEt,4.58
makij2z,0.82
makizaRd,0.16
maRatR,0.38
maReSal,2.84
maRe,6.31
maRESER,0.38
maRakas,0.12
maRatonjEn,0.17
maRod,0.68
maRod2z,1.99
maRS@d,15.32
maRS@diz,15.21
maRS,53.17
maRS2z,0.7
maR,3.78
maREl,0.64
maRgaRin,0.64
maRZ,14.4
maRZinal,0.58
maRg9Rit,1.58
maRje,37.11
maRjan,0.27
maRiZan,0.26
maRj2z,1.1
maRiRwana,3.77
maRina,1.16
maRinad,1.46
maRin,5.89
maRinjER,0.26
maRjOl,0.99
maRjonEt,5.11
maRZolEn,0.24
maRmaj,0.3
maRm9lad,0.73
maRmit,3.21
maRmOt,3.15
maRokEn,2.28
maROt,0.26
maRufl,0.14
maRk,40.29
maRkEt9Ri,0.11
maRkiz,16.69
maREn,2.74
maR@t,8.13
maRsEjEz,1.27
maRsjEn,0.51
maRt5gal,0.12
maRtR,0.53
maRtiR,3.75
maskaRad,2.71
maskOt,2.36
maskylinite,0.21
mas,16.73
mas2z,1.94
masy,0.71
mastEktomi,0.22
mastikasj6,0.16
mastit,0.12
mastyRbasj6,1.57
mazyR,0.47
mateRjalizasj6,0.17
matERnEl,3.22
matERnite,3.49
mat2z,0.37
mat,1.55
matematisjEn,0.96
matematik,1.8
mat2z,0.1
mat,10.66
matjER,16.99
matine,12.51
matOn,1.41
matRak,1.8
matRis,2.16
matROn,0.36
mat,0.52
matyRite,2.61
movjEt,4.86
maksilER,0.27
maksim,0.67
majo,0.77
majonEz,3.64
mazyRka,0.58
medja,7.72
mEj9R,91.02
m@bRan,1.23
m9ne,0.16
m9nas,30.36
m@dj@t,6.86
m@disite,0.44
m@digOt,0.3
m9n2z,2.94
m9nOt,11.65
m@stRyasj6,0.4
m@s8alite,0.72
m@syRasj6,0.58
m@talite,2.79
m@tRi,0.12
m@t2z,36.64
m@t,5.51
m@sj6,4.27
m2n8iz,0.14
m2n8izRi,0.46
mER,106.61
mERs9Ri,0.94
mERsjER,0.16
mERd,213.05
mERduj,0.2
mERgEz,0.7
m9R5g,0.51
mERvEj,21.16
mERvEj2z,11.17
meza,0.51
mEskalin,0.25
mEdam,307.36
mEdmwazEl,7.36
mEskinRi,0.51
mesaZER,10.87
mesaZRi,1.05
mEs,18.36
m9zyR,32.15
mEt2z,5.5
m9f,8.29
m2l,1.39
m2njER,0.96
m9RtRijER,25.38
m2t,2.45
mEksikEn,8.06
mEdzanin,0.13
mifam,0.12
miot9R,0.17
miZ@vje,0.12
miZuRne,0.2
minov@bR,0.13
misEz6,0.14
mivwa,0.31
mjEvR9Ri,0.14
miS,2.2
mikRo6d,0.38
mikRObjOlOZi,0.14
mikRosg6d,0.1
midinEt,0.13
mi,1.41
mjEt,8.68
miNOn,9.02
migREn,10.32
migRasj6,0.74
miZoRe,0.61
miledi,3.18
milanEz,0.23
milis,3.77
milisjEn,0.78
milit@t,2.92
milisg6d,0.16
mimik,0.19
minodRi,0.12
m5s9R,0.2
min,48.08
minERv,0.69
minEt,7.09
min9R,8.79
miniSEn,0.14
miniZyp,0.62
minjatyR,2.18
minjatyRizasj6,0.15
miniZyp,1.2
minoRite,4.03
minyt,342.28
minytRi,1.34
minysi,0.62
miRakyle,0.55
miR,1.81
miREt,0.16
mizER,18.77
mizeR2z,0.9
mizeRikORd,8.79
mizEn,0.23
miz,32.05
mizoZini,0.23
mis,39.08
misj6,85.24
misjonER,2.29
misiv,0.92
mitEn,0.32
mit,1.18
mit2z,0.42
mitOk6dRi,0.33
mitok6dRi,0.33
mitoz,0.14
mitRaj,0.65
mitRajEt,3.88
mitRaj2z,9.59
mitR,0.26
mikstyR,0.93
madmwazEl,45.69
madam,81.64
mOb,0.93
mobilizasj6,0.86
mobilite,0.4
mobilEt,0.89
mOSte,0.75
modeRe,0.45
modeRasj6,1.3
mOdalite,0.41
modalite,0.41
modERnizasj6,0.36
modERnite,0.71
modEsti,3.96
modifikasj6,2.69
modylasj6,0.19
mwal,4.23
m9Rs,3.08
mwaz,0.37
mwazisyR,1.39
mwas6,3.08
mwason2z,0.75
mwat9R,0.77
mwatje,74.77
molekyl,2.15
molER,0.96
mOldav,0.27
mOl,0.27
molEt,0.43
molasOn,0.4
molEs,0.44
mOltjER,0.1
momRi,0.14
momi,2.47
momi,2.18
monaRSi,1.1
m6dEn,0.6
m6danite,0.33
m6djal,0.13
m6djalizasj6,0.13
m6gOl,0.69
m6goljEn,0.38
mOnisj6,0.14
monitRis,4.26
monE,27.31
monodi,0.1
monogami,0.59
monogRafi,0.2
mononykleoz,0.4
monotoni,0.87
m6stRyozite,0.93
m6te,2.67
m6taNaRd,1.05
m6taN,62.01
m6t,0.58
m6t2z,1.46
m6gOlfjER,0.81
m6tR,48.4
m6tR9lamwa,0.14
m6tR2z,0.48
m6tyR,2.21
mOk,0.29
mOkRi,1.69
mokEt,3.63
mok2z,0.11
moRal,13.13
moRalite,4.86
moREsk,0.27
mORg,10.12
moRib6d,0.45
moRikod,0.16
moRij,0.17
mORmOn,0.75
mORfin,7.37
mORfoloZi,0.33
mORsyR,6.31
mORoRa,0.61
mORtadEl,0.79
mORtEz,0.16
mORtalite,1.51
mORt,460.05
mORtEl,7.09
mORtifikasj6,0.56
moRy,3.67
mORv,1.6
mORv2z,4.97
mozaik,0.58
mOske,3.43
motaRd,4.1
mosj6,3.1
motivasj6,4.81
moto,25.23
motokyltyR,0.14
motosiklEt,0.4
motonEZ,0.6
motRisite,0.42
mOt,0.51
muSaRd,6
muS,24.65
mu,0.78
mwEt,3.24
mufl,0.73
muflEt,0.19
mujEt,0.25
mwiz,0.81
mulinEt,0.27
mulyR,0.22
mumut,0.87
muR@t,2.87
musme,0.22
muslin,0.36
mus,6.47
mus6,0.84
mustaS,12.79
mustikER,0.45
mutaRd,3.95
mwajEn,7.22
modzaREla,0.64
mykovisidoz,0.14
my,0.17
m8Et,0.89
myfl9Ri,0.12
mylatREs,0.14
myl,9.62
mylta,0.15
myltimiljonER,0.13
myltinasjonal,1.71
myltiplikasj6,0.54
myltiplisite,0.18
myltipROpRiete,0.23
myltityd,1.38
mynisipalite,1.79
mynifis@s,0.14
mynisj6,14.68
myk2z,0.11
myk2z,0.19
myREn,0.56
myRaj,2.61
myze,20.7
myskad,0.52
myskylasj6,0.48
myskylatyR,0.36
myz,2.42
myz9ljER,0.74
myzEt,0.77
myzikalite,0.14
myzisjEn,13.3
myzik,169.8
myzylman,6.22
myt@t,4.67
mytasj6,5.53
mytilasj6,2.02
mytin,0.7
mytinRi,3.13
myt8alite,0.14
myt8El,1.42
mjasteni,0.12
mikoz,0.73
mjopi,0.29
miRjad,0.78
miR,0.43
miRtij,3.43
mistifikasj6,0.4
mitoloZi,2.06
mitoman,0.17
mitomani,0.1
nEfl,0.17
nebyl2z,0.71
nebylozite,0.1
nesesite,5.93
nekRo,0.35
nekRoloZi,1.11
nekRom@sjEn,0.2
nekRopOl,0.2
nekRoz,0.45
neERl@dEz,0.36
negasj6,1.83
negativ,0.15
negativite,0.2
negliZ@s,3.01
negOsj@t,0.43
negosjasj6,6.7
negOsjatRis,1.38
negosjatRis,1.38
negREs,19.08
negRijER,0.33
negRityd,0.44
nenEt,0.85
neofit,0.17
nefRit,0.11
nevRalZi,0.21
nEvRalZi,0.21
nevRit,0.17
nevRoz,1.36
naiv,0.19
naivte,0.95
nabOt,2.1
nasEl,1.24
nakR,0.58
naZ,5.42
naZwaR,1.1
naZ2z,2.72
nEn,13.9
nEs@s,39.72
nana,39.57
nanotEknoloZi,0.34
n@tEz,0.14
n@ti,0.44
naftalin,0.53
napolitEn,1.21
nap,4.34
naRkolEpsi,0.21
naRin,3.41
naRasj6,0.44
naRatRis,0.74
nas,0.54
natalite,0.2
natasj6,3.59
nasj6,24.8
nasjonal,1.21
nasjonalizasj6,0.11
nasjonalite,3.21
nativite,0.14
nat,1.75
natyR,60.2
nofRaZe,0.69
noze,6.51
navaZa,0.15
navEt,9.35
navigasj6,3.25
navigatRis,2.23
nazi,14.76
nEktaRin,0.14
nEf,0.55
nEZ,39.34
nERv2z,3
nERvozite,1.58
nEtte,0.61
netwaj2z,2.51
n2n2,0.13
n2Rasteni,0.14
n2RoSiRyRZi,0.53
n2RoSiRyRZjEn,0.85
n2RoloZi,0.93
n2tRalizasj6,0.13
n2tRalite,0.46
n9vEn,0.38
njEs,10.1
njEz,0.82
njEzRi,0.89
niS,2.27
nikotin,1.66
nigod,1.59
nip,0.14
nik,1.56
nitRogliseRin,0.79
nobilita,0.1
noblEs,6.09
nOs,17.05
nos2z,0.17
nosivite,0.16
nwaRs9R,0.63
nwaR,79.75
nwaz,1.14
nwazEt,2.9
nwa,12.83
n6bRilist,0.14
nominasj6,3.5
nOnasist@s,0.1
n6kRwaj@s,0.1
nOn5tERv@sj6,0.21
n6vjol@s,0.63
n6vwaj@t,0.32
n6Sal@s,0.47
n6sjatyR,0.14
nOn,0.67
nOn,8.46
nonEt,0.14
nOp,0.5
nORkoReEn,0.23
nORmal,3.84
nORmalizasj6,0.13
nORmalite,1.27
nORm,5
nORveZjEn,0.21
nOstalZi,4.45
notasj6,0.21
nOt,62.82
notis,1.23
notifikasj6,0.37
nosj6,5.79
nOsj6,5.79
notoRjete,0.65
nOtR9dam,2.69
nuba,0.98
nuj,4.37
nunu,4.4
nuRis,6.17
nuRityR,44.86
nuvote,4.23
nuvEl,229.97
nova,4.14
nOvasj6,0.14
novokain,0.13
nwaje,2.18
nwajad,1.96
n8e,1.27
n8@s,1.98
nydist,2.24
nydite,2.11
ny,12.15
n8iz@s,0.67
n8izEt,0.33
n8i,586.54
nylite,1.2
nymeRasj6,0.23
nymeROlOZi,0.14
nymeRotasj6,0.12
nyk,7.8
n9Rs,2.24
n9Rs9Ri,1.04
nytRisj6,0.86
n5f,1.77
n5fEt,0.1
n5fo,0.8
n5foman,0.92
n5fomani,0.2
oazis,1.61
obedj@s,0.14
obeis@s,4.24
obezite,0.73
obi,0.3
ObZEksj6,14.18
ObZEktivasj6,0.11
ObZEktivite,0.89
obliZe,1.65
obligasj6,11.34
obliZ@s,0.85
obOl,0.11
OpsEk,4.32
Opsenite,1.63
OpskyR@tist,0.14
OpskyRite,14.33
opsERv@s,0.14
opsERvasj6,8.07
opsERvatRis,3.08
Opsesj6,8.79
OpstetRisjEn,0.35
OpstetRik,0.83
Opstine,0.18
Opstinasj6,1.26
OpstRyksj6,3.64
Opt@sj6,0.53
okaz,1.25
okazj6,61.89
Oksid@tal,0.92
Oksid@talizasj6,0.1
oklyzj6,0.31
okyltasj6,0.28
okyp@t,2.38
okypasj6,6.71
okyR@s,1.57
Oktav,1.11
odalisk,0.38
Od,0.96
od9R,49.57
Od6tOlOZi,0.13
odise,0.24
9jER,0.44
of@s,7.45
of@siv,3.12
OfisjER,55.35
ofisjEl,2.42
ofisin,0.17
ofR@d,4.54
OfR,34.55
oZiv,2.35
ogREs,0.31
wa,9.15
wazivte,0.59
ola,1.31
oligaRSi,0.12
oliv,5.42
olivRE,1.08
ol5pjad,0.36
6bRe,0.54
6bREl,0.97
omlEt,6.87
omERta,0.14
omisj6,1.02
Omnipot@s,0.16
OmnipRez@s,0.11
omoplat,0.66
6s,4.66
6koloZi,0.35
6ksj6,0.28
6de,0.16
6d,11.91
6din,0.21
6dylasj6,0.26
opeRasj6,61.94
opeRatRis,6.73
opeREt,0.58
opasite,0.23
opal,0.24
opinj6,33.89
opORtynite,11.84
Opoz@t,1.63
opozisj6,5.28
opResj6,2.25
opRime,1.91
OptisjEn,0.18
Optimizasj6,0.14
Opsj6,12.31
opsj6,12.31
Optik,0.85
opyl@s,0.54
oRe,0.67
oREz6,0.63
oR@Zad,1.91
oR@ZRE,0.31
oRatRis,1.7
ORbit,9.81
ORkEstRasj6,0.23
ORkide,3.88
ORdinasj6,0.12
ORdonatRis,0.16
ORdyR,31.07
oREj,73.54
oREjEt,0.83
ORganizasj6,20.97
ORganizatRis,2.37
ORZi,3.46
ORg9j2z,0.75
ORg,3.12
oRj@tal,0.78
oRj@tasj6,3.86
oRj@t2z,0.27
oRiflam,0.22
oRiZinal,10.44
oRiZinalite,1.34
oRiZin,28.07
ORn9m@tasj6,0.14
ORnjER,0.49
ORnitoloZi,0.2
OROgRafi,0.4
ORf9lin,7.55
ORk,1.43
ORtodOksi,0.15
ORtogRaf,3.34
ORtopedi,0.51
ORti,2.04
osijasj6,0.25
ozEj,1.78
Osmoz,0.5
osatyR,0.52
Ost@tasj6,0.32
otaRi,1.05
otit,1.16
wi,2.38
waj,0.57
wat,0.27
ubli,22.56
ubli,8.02
ublijEt,1.21
uS,0.42
uRs,24.57
uRsOn,1.63
utR@s,0.17
utR,4.45
uvERtyR,18.31
uvR2z,1.38
uvRijER,23.93
ovasj6,0.96
Ov9Rdoz,5.11
ovylasj6,0.53
Oksidasj6,0.16
OksiZenasj6,0.15
wa,0.21
pa,6.43
pEgR,1.34
pElRin,4.04
pal9R,1.38
pak,0.51
pakREt,0.69
pate,1.78
pat,16.48
patisRi,5.1
patisjER,2.37
patyR,1.94
peSREs,8.07
pedeRasti,0.29
pedagoZi,0.45
pedal,3.38
pedal,6.62
ped@t,0.16
pedjatRi,1.08
pedofili,0.58
penetRasj6,2.2
penalite,1.11
peniS,1.55
penisilin,1.44
pen5syl,0.89
penit@s,2.96
penit@t,0.9
pen6bR,1.23
penyRi,2.15
pepe,0.69
pepinjER,0.51
pepit,2.04
peknod,1.6
pEknod,1.6
peRidyRal,0.37
peRjOd,25.65
peRipesi,0.85
peRipatetisjEn,0.14
peRifeRi,1.3
peRifRaz,0.11
peRitonit,0.32
peteSi,0.22
pet@k,0.17
petaRad,0.3
petas,8.03
petisj6,3.54
petOS,0.52
petwaR,0.42
pajEn,2.22
pES,24.39
pESRi,0.23
pES2z,10.34
pasifikasj6,0.12
pasifikatRis,4.01
pakotij,1.63
paela,1.98
pagE,0.72
pagaj,5.21
pagOd,0.4
pE,8.4
pajaRdiz,0.16
pajas,2.38
paj,9.43
pajEt,1.71
pER,21.59
pE,144.86
pakistanEz,1.56
pale6toloZi,0.14
pal@S,0.1
pal,1.11
palfR2njER,0.69
palEt,0.87
palisad,0.64
pal2,0.91
palm,2.09
palm9Re,0.31
palm9RE,0.31
pal6b,0.11
paluRd,1.52
palpitasj6,0.86
palyS,0.33
p@pa,0.61
panase,0.29
panad,0.96
p@kaRt,3.9
p@kReatit,0.14
p@demi,0.17
panjER,0.16
panik,16.23
pan,24.59
panopli,1.44
p@s,2.13
p@tER,2.08
p@t5,3.96
p@tomim,0.41
p@tufl,3.08
pan,1.3
papamObil,0.14
papaj,0.59
papRas,4.8
papRasRi,1.07
papEs,0.39
papetRi,0.91
papij,0.35
papijOt,0.33
papist,0.19
paRabOl,1.9
paRad,5.1
paRafin,0.22
paRalize,0.53
paRalizi,2.61
paRanoja,2.03
paRano,1.35
paRafRaz,0.12
paRapsikoloZi,0.61
paRsEl,2.73
paRsimoni,0.22
paREj,12.92
paR@tEl,0.11
paR@te,1.42
paR@t,188.38
paR@tEz,1.8
paREs,2.65
paREs2z,3
paRes2z,3
paRfEt,5.35
paRfymRi,0.47
paRfym2z,0.13
paRj2z,0.81
paRizjEn,2.2
paRite,0.31
paRl2z,1.36
paRlOt,0.27
paRlOt,0.19
paRodi,1.13
paRwa,4.88
paRwas,5.75
paRwasjEn,1.09
paROl,103.48
paRt@s,0.77
paRsjalite,0.25
paRtisip@t,1.5
paRtisipasj6,3.17
paRtikylaRite,1.16
paRtikyl,3.46
paRtikyljER,13.25
paRti,191.19
paRsjEl,1.16
paRtizan,4.75
paRtisj6,3.49
paRtuz,0.11
paRtuz,2.33
paR,305.89
paRti,1.54
paRyR,1
paRysj6,0.36
paRv9ny,0.8
pazjonaRja,0.12
pasad,0.82
pasaZER,19.41
pas@t,2.76
pasasj6,0.29
pas,47.58
paslamwa,0.35
pasm@tjER,0.1
pasREl,4.49
pas2z,2.24
pasiflOR,0.14
pasj6,33.78
pasivite,0.46
paswaR,1.44
pastEk,4.16
past9Rizasj6,0.1
pastij,1.51
pastoRal,0.12
patEn,0.1
pataS,0.3
patat,14.47
pat@t,0.16
patERnite,1.98
patoloZi,1.58
pasj@s,30.68
pasj@t,61.69
patin2z,0.83
patinwaR,1.37
patRisjEn,0.21
patRi,23.36
patROn,141.53
patRuj,14.45
pat,34.6
patmuj,0.14
pome,2.23
pom,3.17
popjER,4.75
popjEt,0.19
poz,28.24
pozkafe,0.29
povREs,0.34
povR9te,7.04
povREt,1.16
pEj,10.01
pej,10.01
peizan,23.29
peizanRi,0.23
po,87.47
peNe,0.17
pEn,199.75
p5tyR,29.53
p9lad,0.16
p9lis,0.11
pEl,10.1
pElte,0.31
pElt2z,0.47
pelikyl,7.52
pElOS,0.1
p9lOt,0.98
p9luz,4.79
p9lyS,4.21
p9lyR,0.37
p@dEz6,3.02
p@dRi,1.88
p@dy,2.74
p@dyl,4.78
pEn,0.39
peni,3.49
p@se,57.87
p@s2z,1.64
p@sj6,17.75
p@t,4.82
p@tkot,0.57
pERse,1.37
pERkal,0.11
pERs,0.31
pERsEpsj6,2.92
pERsEptRis,1.03
pERs2z,1.22
pERS,6.11
pERkysj6,1.04
pERd@t,6.71
pERdisj6,1.18
pERdRi,2.83
pERfEksj6,7.76
pERfidi,1.3
pERfoRasj6,0.67
pERfORm@s,4.71
pERfyzj6,2.14
pERgola,0.1
pERl,10.57
pERm,1.38
pERman@s,5.87
pERman@t,0.33
pERm,0.58
pERmisj6,31.18
pERmytasj6,0.37
pERpetRasj6,0.11
pERpet8ite,3.24
pERpEt,0.21
pERplEksite,0.21
pERkiz,0.14
pERkizisj6,3.75
pERyS,0.78
pERyk,9.68
pERsekysj6,2.4
pERsekytRis,0.25
pERseveR@s,0.75
pERsan,0.26
pERsjEn,0.37
pERsist@s,0.17
pERsonalite,16.9
pERsOn,296.74
pERsonifikasj6,0.3
pERspEktiv,7.33
pERspikasite,0.95
pERs8azj6,0.81
pERt,37.8
pERtin@s,0.57
pERtyRbasj6,1.79
pERv@S,0.37
pERvERs,8.02
pERvERsj6,3
pERvERsite,0.72
p9ze,0.61
p2z@t9R,1.12
pezeta,6.92
pEst,16.95
pEstifeRe,0.71
p9tit,221.75
p9titfij,5.3
p2plad,0.16
p2R,557.21
p9R,557.21
feRomOn,0.69
fal@Z,1
faRaOn,3.63
faRmasi,10.46
faRmasjEn,3.71
faRmakoloZi,0.37
faRmakope,0.25
faz,13.22
fil@tRopi,0.17
filaRmOni,0.21
filo,2.35
filoloZi,0.21
filozofi,10.32
fobi,2.62
fOsfatin,0.1
foto,209.1
fotok6pozisj6,0.14
fotokopi,3.89
fotokopj2z,2.61
fotoZeni,0.34
fotogRafi,8.36
fotopil,0.12
fotos5tEz,0.25
fRaz,22.01
filoZ2nEz,0.14
fizisjEn,1.19
fizjoloZi,0.76
fizjonomi,0.48
fizjoteRapi,0.24
pjEs,151.1
pjeZ2z,0.23
pjeta,0.15
pjete,1.47
pjetaj,0.2
pjetOn,0.75
pjastR,1.36
pjol,3.36
pjadza,1.89
piSnEt,0.27
pikOt,0.14
pi,1.59
pjERaj,0.12
pjER,67.17
pjERRi,0.28
pjeta,0.18
pj9vR,1.73
piZ,1.94
piZOn,15.05
pigm@tasj6,0.51
pil,21.3
pijaRd,1
pij2z,1.05
pilyl,22.64
p5bES,0.45
pin9p,0.71
pinEd,0.72
p5se,1.37
p5s,9
p5sEt,0.29
pin,1.59
p5k,1
p5tad,0.44
p5t,1.34
pjOS,4.36
pjOn,4.91
pjonjER,4.21
pip,16.38
piplEt,0.35
pipEt,0.55
pip2z,0.14
pipistREl,0.13
pikyR,11.41
pikEt,0.99
pik2z,0.32
piRatRi,0.51
piROg,0.76
piRwEt,1.39
pisin,23.62
pis,5.99
pisEt,0.14
pis2z,0.66
pisotjER,0.61
pistaS,0.69
pist,51.77
pistOl,1.09
pistone,0.35
pit@s,0.35
pitSunEt,0.14
pitje,76.38
pitR9Ri,0.99
pivwan,0.73
pidza,23.09
pidzeRja,2.12
plEb,0.7
plEvR,0.31
plebejEn,0.14
plejad,0.16
plenityd,1.27
pletOR,0.32
plas,301.3
plafonjER,0.13
plaZ,48.19
plEdwaRi,1.27
plE,15.02
plEN@t,1.56
plEn,3.52
plEn,1.63
pl5t,15.07
plEz@s,0.35
plEz@tRi,17.75
planEt,61.11
pl@S,13.37
plan,0.48
planifikasj6,0.42
pl@k,9.1
pl@tasj6,5.73
pl@t,21.86
plak,20.48
plakEt,1.02
plastisjEn,0.4
plat,0.54
platb@d,0.82
platfORm,3.06
plat9fORm,0.59
platityd,0.29
plEjmat,0.36
plaza,1.53
pl9Rezi,0.17
pl2R2z,0.47
pl9Rit,0.1
pl9RniSRi,0.2
pl9RniS2z,0.28
pl5t,0.26
pl6b,1
pl6bRi,2.32
pl6Ze,6.74
pl6Z,2.29
pl6Z2z,3.89
plutOkRasi,0.2
pl8i,46.1
plym,15.29
plyvaly,0.72
pn2moni,4.96
poezi,19.07
poetEs,22.65
poetik,0.53
poSaRd,0.73
poSEt,2.34
poSEtsyRpRiz,0.2
pON,0.76
pwaNe,13.61
pwaN,1.96
pw5t,13.32
pw5t2z,0.35
pw5tyR,3.27
pwaR,7.58
pwaskaj,0.23
pwas,5.62
pwasOnRi,0.22
pwasonjER,0.71
pwatRin,26.45
pwavRad,0.14
pwavROt,3.53
pwa,0.14
polemik,0.73
polER,0.11
polaRite,0.54
polEnta,0.88
polis,276.21
pOliss2kuR,0.16
polisjER,34.15
pOliklinik,0.1
poljo,1.1
poljomjelit,0.28
polisOn,1.14
politEs,5
politisjEn,7.67
pOlka,1.98
poly2z,0.25
polysj6,2.38
polonEz,8.26
pOltROnRi,0.55
poliklinik,0.23
poligami,0.49
pOlitEknisjEn,0.25
politEknik,0.44
pOmpOmg9Rl,2.06
pomad,2.35
pOm,42.35
pomEt,0.9
p6p,22.92
p6s2z,0.31
p6ksj6,1.72
p6kt8alite,1.01
p6kt8asj6,0.3
p6deRasj6,0.12
p6d2z,0.11
popOt,0.4
popylas,1.53
popylaRite,2.03
popylasj6,15.68
pOk,0.16
pORs9lEn,3.07
pORSER,1.48
