X2_phon,Freq
kaR,23.02
kwaRtE,0.2
kaRtje,65.7
kaRtjemEtR,0.84
kwaRts,0.45
kazim@dj@,0.14
kazimOnOpOl,0.1
kazitotalite,0.16
kwatERnER,0.27
kwatERnER,0.27
katR5,0.23
katRma,0.27
katRkaR,0.26
katRsEz6,0.47
katR9v5,0.17
katR9v5dis,0.33
kwatRotSEnto,0.1
kwat8OR,1.07
k9nEl,0.35
k9nOt,0.18
k9nuj,0.23
k9REl,12.84
k8Est9R,0.13
kEst9R,0.13
kEstj6,411.82
kEstjonER,2.05
kEstjOnm@,0.36
kEstyR,0.1
k2,41.59
k2dS9val,0.14
k2taR,0.19
kiviv,0.47
kjetyd,0.64
kiS,1.21
kik,0.27
k8idam,0.7
kiN6,0.25
kij,2.89
k5kajRi,1.97
k5kajER,0.3
k5kaje,0.3
kin,0.23
kinin,0.54
k5kaZenER,0.15
k85kena,0.1
k5kE,0.25
k5te,0.14
k5tal,0.56
k5to,0.56
k5t,1.42
k5tes@s,0.43
k5typle,0.35
k5zEn,2.02
kipRoko,0.38
kiskal,0.11
kwit2,0.47
kit@s,0.55
kitys,0.14
kiz,0.53
koROm,0.67
kota,2.12
kotidj5,3.15
kosj@,0.42
Ra,3.63
REgl,79.51
REgl9m@,21.27
REN,7.32
Rod9R,1.37
Rod2z,1.37
Rol,69.38
Ron5,0.1
Roti,4.33
Roti,0.13
RotisRi,0.35
Ral,1.89
Ral9R,0.48
Ral2z,0.48
Rap,1.25
Rato,0.83
Rat9lje,0.39
Re,3.06
Rea,0.88
ReekRityR,0.13
Reedisj6,0.19
Reedykasj6,2.48
ReelEksj6,0.56
Reakt9R,5.24
Reaktif,0.38
Reaksj6,26.41
Reaktivite,0.2
Readaptasj6,0.24
ReafEktasj6,0.16
ReaZyst9m@,0.18
Real,0.16
Realizat9R,17.07
Realizasj6,3.31
RealizatRis,17.07
Realizm,1.19
Realite,53.77
ReamenaZm@,0.19
Reanimasj6,2.16
ReapaRisj6,0.17
ReapRovizjOnm@,0.21
Rebelj6,4.04
Rebys,0.1
Rekapitylasj6,0.2
ResEptakl,0.7
ResEpt9R,0.85
ResEpsj6,17.47
Resesj6,0.96
ReSo,1
ReSofm@,1.02
Residiv,0.61
Residivist,0.79
Resif,1.44
Resipj@,1.64
ResipRosite,0.28
ResipROk,0.13
Resi,9.89
Resital,1.41
Resitasj6,0.19
Reklamasj6,2.15
Reklam,1.43
Reklyzj6,1.1
RekOlt,9.83
Rek6p@s,19.66
Rek6siljasj6,2.62
Rek6fOR,4.75
RekRe,2.29
RekReasj6,2.88
RekRiminasj6,0.64
Rekyp,0.13
RekypeRat9R,0.27
RekypeRasj6,2.04
Rekyp,0.13
RekyR@s,0.19
Redakt9R,4.95
Redaksj6,2.93
RedaktRis,4.95
Red@pt9R,0.78
Red@psj6,2.35
Red@ptRis,0.78
Redykt9R,0.26
Redyksj6,4.51
Red8i,0.81
ReEl,3.11
RefeRe,0.14
RefeR@s,10.45
RefeR5dOm,0.65
RefEksj6,0.23
RefEktwaR,1.13
ReflEkt9R,0.32
ReflEks,6.13
ReflEksj6,7.47
RefORme,0.14
RefORmat9R,0.16
RefORm,3.1
RefRaksj6,0.27
RefRiZeRat9R,3.58
RefRiZeRasj6,0.23
RefyZje,6.02
RefyZje,6.02
Refytasj6,0.22
ReZeneRat9R,0.19
ReZeneRasj6,0.67
Regal,2.19
Regat,1.13
ReZ@,1.14
ReZ@t,1.14
ReZi,0.92
ReZim,19.43
ReZim@,12.3
ReZj6,28.16
ReZjonal,0.45
ReZjonal,0.45
ReZjono,0.45
ReZis9R,1.4
ReZis2z,1.4
ReglaZ,0.9
Regl9m@tasj6,0.56
Regl9R,0.1
Reglis,0.77
RegResj6,0.52
RegylaRizasj6,0.11
RegylaRite,0.55
Regylat9R,1.05
Regylasj6,0.46
Regyl,0.28
RegyljER,0.62
Regylje,0.62
Reabilite,0.12
Reabilitasj6,1.55
Re5kaRnasj6,1.75
Reinisjalizasj6,0.13
Re5sERsj6,1.51
Re5tegRasj6,0.26
Re5tERpRetasj6,0.1
ReZwis@s,0.72
Reminis@s,0.12
Remisj6,1.71
RemyneRasj6,0.22
Renovasj6,1.11
ReORganizasj6,0.36
ReuvERtyR,0.48
Repetisj6,15.06
RepaRat9R,1.04
RepaRasj6,8.35
RepaRatRis,1.04
RepaRti,0.88
RepaRtisj6,1.65
RepERkysj6,1.05
RepERtwaR,2.17
Repi,3.87
Replikasj6,0.23
Replik,8.94
Rep6d@,0.25
Rep6d9R,7.95
Rep6s,97.06
RepResj6,2.49
RepRim@d,0.34
Repyblik5,4.19
RepyblikEn,4.19
Repyblik,3.69
RepyN@s,0.56
Repylsj6,0.56
Repytasj6,21.4
Rekizisj6,0.52
RekizitwaR,0.4
Rezeda,0.1
Rezeda,0.1
Rezo,14.41
Reseksj6,0.18
RezERvasj6,4.99
RezERv,21.11
RezERvwaR,8.53
Rezid@s,8.04
Rezid@,1.66
Rezid@t,1.66
Rezidy,2.72
ReziNe,0.1
ReziNe,0.1
ReziNasj6,0.98
Rezij,0.36
Rezin,0.84
Rezist@s,13.23
Rezist@,1.38
Rezist@t,1.38
Rezolysj6,4.51
Rezon@s,0.71
RezOnat9R,0.13
Rezylta,59.47
Rezyme,3.95
RezyRZ@s,0.46
RezyREksj6,4.29
Retablism@,2.08
Ret@sj6,0.48
Retis@s,1.1
Retin,0.8
RetResism@,0.15
RetRaktasj6,0.18
RetRibysj6,0.6
RetRo,0.92
RetRoaksj6,0.13
RetROfyze,0.25
RetRofyze,0.25
RetRopRoZEkt9R,0.11
RetRospEktiv,0.36
RetRoviRys,1.11
RetRoviz9R,0.93
Reynifikasj6,1.3
Reynj6,56.82
Reysit,9.46
Reytilizaj6,0.15
Revelat9R,0.22
Revelasj6,7.33
ReveR@s,2.69
ReveR@,7.64
RevEj,18.43
RevEjmat5,0.19
RevEj6,4.64
RevERbER,0.53
Revizj6,3.99
Revokasj6,0.32
RevOlte,1.08
RevOlte,1.08
RevOlt,6.66
Revolysj6,25
Raja,0.1
REn,2.23
REv,158.75
REvRi,0.65
REv9R,2.5
REv2z,2.5
Rab,1.92
RabaSaZ,0.1
RabE,1.57
Rab@,0.32
Raba,0.38
Rabat9R,0.69
Rabat2z,0.69
Rabi,4.83
Rab5,9.36
Rakaj,6.3
RakOR,1.02
RakORd9m@,0.2
RakuRsi,5.78
Ras,30.56
RaSa,1.79
RaSjanEstezi,0.1
Rasin,12.53
Rasizm,2.09
Rak,0.25
RakEt,2.33
Raket9R,0.22
Rakle,6.88
RaklEt,1.13
RaklwaR,0.25
RaklyR,1.73
RakolaZ,0.57
Rakol9R,0.14
Rakol2z,0.14
Rak6taR,1.11
Rak6t9R,0.18
Rak6t2z,0.18
Rad,0.2
RadaR,10.36
Rad,2.33
Rado,3.27
Radjat9R,3.65
Radjasj6,6.89
Radikalizasj6,0.1
Rad5,1.1
Radin,1.1
RadjoRevEj,0.1
Radjotaksi,0.14
Radjoaktivite,0.86
RadjogRam,0.11
RadjogRafi,0.93
RadjoloZi,1.16
RadjotelefOni,0.1
RadjotelEskOp,0.1
RadjoteRapi,0.21
Radi,1.81
RadjOm,0.32
Radjys,0.15
RadotaZ,0.36
Radot9R,0.22
Radot2z,0.22
Rafal,1.59
Rafinm@,0.89
RafinRi,0.85
Rafy,1.56
Rafjo,1.08
Rafl,1.23
RafReSism@,2.48
Raft,0.1
RaftiG,0.22
Raga,0.1
RaZ,15.97
RaNaNa,0.21
Ragu,3.44
Rag6d5,0.28
Rago,5.67
RaguNas,0.23
Ragtajm,0.13
RE,2.5
REd,3.98
Rajd9R,1.57
REd9R,0.62
RE,2.49
REfOR,0.21
Raj,9.31
RajRi,0.9
Raj9R,0.17
R5,1.03
RenyR,0.43
REz5,9.4
REz6,467.94
REzOnm@,4.16
REzon9R,0.17
REzon2z,0.17
RaZ9nism@,0.26
RaZu,0.27
Raki,0.28
Ral@ti,9.2
Ral@tism@,0.38
Ralim@,1.16
Ral6Z,0.91
Rali,1.74
Ram,0.11
Ramad@,1.07
RamaZ,0.16
RamasaZ,0.91
Ramas9R,0.73
Ramas2z,0.73
Ramasi,1.5
R@baRd,0.45
Ramdam,0.21
Ram,4.38
Ramo,1.92
Ram9R,1
Rami,0.48
Ramifikasj6,0.5
Ramolism@,0.12
Ramon9R,0.12
R@p@,0.14
R@p,5.76
Ram,0.35
RamyR,0.12
R@,0.34
R@s6,10.6
R@kaR,2.8
R@kaR,0.82
R@nS,7.21
R@S,0.2
R@ntS9R,0.15
R@nS,0.2
R@tSo,0.87
R@tS,7.21
R@k9R,1.31
R@kyn,7.2
R@done,2.22
R@don9R,0.4
R@don2z,0.4
R@,28.21
R@Ze,3.29
R@Zm@,1.21
R@ZER,4.6
R@Z9R,4.6
Raut,0.1
Rap,3.17
Rapas,0.92
RapatRije,0.15
RapatRim@,0.29
Rafja,0.16
RapjER,0.17
Rapja,0.2
Rapidite,2.36
Rapin,0.13
RapEl,4.24
Rap9R,1.01
Rap2z,1.01
RapOR,140.08
RapORt9R,0.57
RapORt2z,0.57
RapROSm@,1.69
Rapt,1.31
RakEt,2.05
RaRte,0.63
Ra,0.78
RalbOl,1.62
Razad,0.47
RazaZ,0.95
Raskas,0.41
RazmOt,0.3
Raz9R,0.65
Raz2z,0.65
RazwaR,8.92
Ras@bl9m@,4.96
Rasta,0.43
Ra,45.6
Rata,0.53
Rate,8.45
Rate,8.45
RataZ,0.63
Ratatuj,0.54
Rat,2.65
RatjER,0.12
RasjER,0.12
Ratifikasj6,0.28
Rasjo,0.4
Rasj6,3.54
Rasjonalizm,0.34
Rasjonalist,0.14
Rasjonalite,0.11
RasjonEl,0.28
RasjOnm@,1.12
RatisaZ,0.4
Rat6,1.7
RataSm@,0.13
RatRapaZ,0.88
RatyR,0.13
RavaZ,2.16
Raval,0.2
Ravalm@,0.19
Rav,1.57
Rav5,4.93
Ravin,0.3
Ravjoli,2.71
Ravism@,1.34
Ravis9R,5.75
Ravis2z,5.75
Ravitajm@,2.83
Ravitaj9R,0.85
Ravitaj2z,0.85
REj6,27
REjOn,27
REjOnm@,1.07
RejyR,2.82
Ra,0.23
RadmaRe,0.57
Radzja,0.55
R9ky,3.59
R9f5,0.14
R9stRyktyRasj6,0.91
R9sy,13.08
Rid9R,0.11
R9bwazm@,0.1
R9b6,0.62
R9b6dism@,0.5
R9bOR,2.69
R2bul,0.27
R9but2z,0.14
R9but2,0.26
R9by,2.15
R9sEl,0.77
R9sl9R,0.45
R9sl2z,0.45
R9s@sm@,1.17
R9s@tRaZ,0.14
R9sEt,12.56
R9sv9R,1.9
R9sv2z,1.9
R9S@Z,4.73
R9SaRZ,0.83
R9SERS,77.3
R9Syt,1.26
R9klasm@,0.14
R9kly,0.7
R9klyz,0.7
R9kw5,2.27
R9kom@de,0.27
R9kom@dasj6,5.2
R9konEs@s,15.28
R9k6stit8@,0.15
R9k6stitysj6,2.23
R9k6stRyksj6,2.25
R9k6vERsj6,0.36
R9kOR,13.34
R9kupm@,0.24
R9kuR,6.45
R9kuvR9m@,0.28
R2kRydes@s,0.21
R2kRy,4.61
R2kRytm@,1.66
R2kRyt9R,1.34
REkt@gl,0.47
REkt9R,2.17
REktifikasj6,0.93
REkto,0.3
REktoRa,0.18
REktRis,2.17
REktOm,0.5
R9k9j,1.52
R9k9jm@,0.2
R9kyl,3.59
R9siklaZ,0.78
R9demaRaZ,0.13
REdisj6,2.21
R9difyzj6,0.64
R9d5gOt,0.81
R9distRibysj6,0.1
R9dit,0.33
R9dut,0.24
R9dREsm@,1.63
R9dREs9R,0.32
R9dREs2z,0.32
RefeR5dOm,0.13
R9flE,6.41
RiflEks,0.14
R9fly,0.47
R9f6t,0.28
R9fule,0.43
R9fule,0.43
R9fulm@,0.17
R9fR5,2.39
R9fRwadism@,1.56
R9fRwadis9R,0.1
R9fyZ,8.38
R9fy,9.02
R9fyze,0.9
R9fyze,0.9
REg,1.52
R9g5,0.14
R9gaR,61.35
Rege,1.79
R9ZistR,8.62
R9gRE,13.77
R9gRupm@,0.65
R2os9R,0.11
RajSstag,0.85
R5,13.96
REn,59.05
REnEt,0.3
REjs,0.52
R9ZE,2.94
R9Zt6,1.25
R9lEv,5.22
R9lEvm@,0.45
R9laSm@,0.47
R9legasj6,0.1
R9lE,7.09
R9l@s,0.63
R9lasj6,74.95
R2lasj6,74.95
R9lativite,0.5
R9laks@,0.47
R9laksasj6,0.63
R9laks,1.63
R9lEktyR,0.8
R9l@,0.32
R9lve,5
R9ljEf,1.25
R9lj9R,0.33
R9liZj2z,4.3
R9liZj2,4.3
R9liZj6,24.68
R9lik,2.59
R9ljyR,0.67
R9mEd,16.14
RimEk,0.66
R9manim@,0.16
R9maRjaZ,0.1
R9maRk,11.24
R@bobinaZ,0.23
R@buRaZ,0.52
R@buRs9m@,2.09
R9mERsim@,5.52
R9miz,9.77
R2miks,0.15
R9m6te,0.38
R9m6t@,2.61
R9m6t,3.96
R9m6twaR,0.12
R9m6tR@s,0.87
R9mOR,10.67
R9mORkaZ,0.49
R9mORk,1.31
R9mORk9R,0.36
R9mu,1.49
R@paR,2.95
R@plas@,7.92
R@plas@t,7.92
R@plasm@,2.03
R@plisaZ,0.37
R9my,0.23
R9mymenaZ,0.78
R9nega,1.6
R9negat,1.6
R9nEs@s,2.77
R9naR,6.66
R9naRd,6.66
R@kaR,10.76
R@k6tR,35.68
R@dm@,1.37
R@devu,91.95
R@dy,0.88
R@fERme,0.48
R@fERme,0.48
R@fl9m@,0.17
R@fORs9m@,0.19
R@fOR,21.41
R@gEn,1.48
R9nifl9R,0.25
REn,1.79
R9n6,1.15
R9nome,1.89
R9n6s,0.2
R9n6sm@,0.7
R9n6sjasj6,0.38
R9nuvo,1.38
R9nuvElm@,0.94
R@sENm@,18.98
R@tabilite,0.27
R@t,1.61
R@tjER,0.17
R@tje,0.17
R@tRe,0.81
R@tRe,3.9
R@tRd9d@,0.47
R@vERs,0.67
R@vERs9m@,0.27
R@vwa,3.5
R9pER,3.52
R9peRaZ,1.75
R9pESaZ,0.16
R9pER,3.19
R9paRti,0.21
R9pa,48.53
R9pasaZ,1.06
R9p@t@s,0.15
R9p@ti,0.19
R9p@ti,0.19
R9p@tiR,2.59
R9pikaZ,0.1
R9pla,0.16
R9pli,1.4
R9pOR,1.03
R9pORtaZ,11.16
R9poRtER,5.12
R9pORtER,5.12
R9po,42.29
R9poze,0.11
R9poz,0.99
R9pozwaR,0.17
R9pus,0.13
R9pRezaj,3.07
R9pRez@t@,10.81
R9pRez@t@t,10.81
R9pRez@tasj6,8.67
R9pRi,0.7
R9pRiz,6.23
R9pROS,6.01
R9pRodykt9R,0.63
R9pRodyksj6,4.24
R9pRodyktRis,0.63
REptil,3.46
R9keR@,0.16
R9keR@t,0.16
R9kEt,8.82
Rek8ijEm,2.76
R9k5,12.24
REskape,1.7
REskape,1.7
REskus,1.43
REspE,54.78
REspEktabilite,1.22
REspiRat9R,1.68
REspiRasj6,9.56
REsp6sabilite,37.46
REskij,0.15
REskij9R,0.24
REskij2z,0.24
R9sak,0.14
R9s@bl@s,5.02
R9s@tim@,1.83
R9sERaZ,0.1
R9sER,0.18
R9sOR,6.95
R9sORtis@,0.46
R9sORtis@t,0.46
R9suRs,8.81
REst@,5.74
REsto,3.65
REstoR@,50.04
REstoRat9R,1.25
REstoRasj6,2.96
REstoRatRis,1.25
REst,214.54
REstitysj6,0.28
REsto,10.47
REstoRut,0.16
REstRiksj6,1.94
R9tabl,0.34
R9taR,126.45
R9taRde,1.11
R9taRde,1.11
R9taRdatER,0.7
R9taRdat9R,0.14
R9taRd9m@,1.61
R9tny,3.74
R2tiRm@,0.14
RetiRo,0.1
R9t6be,0.79
R9tuS,1.3
R9tuR,138.94
R9tuRne,0.83
R9tuRn,1.28
R9tuRn9m@,0.86
R9tRE,4.87
R9tRete,2.25
R9tRete,2.25
R9tREte,2.25
R9tREte,2.25
R9tREt,39.45
R9tR@Sm@,0.2
R9tR@smisj6,0.47
RitRiv9R,0.17
R9tRuvaj,2.46
RE,0.12
R9sina,0.13
R9vEtm@,1.11
R9v@S,13.81
R9vn@,1.82
R9v@d9R,1.23
R9v@d2z,1.23
R9v@dikasj6,1.98
R9v@t,0.28
R9vny,6.72
R9vER,3.6
R9vj5,4.13
R9viRm@,0.66
RivajvOl,0.14
R9vwaR,262.05
RevOlvER,30.74
R9vwajyR,0.28
R9vy,10.1
REks,10.57
RedSose,2.34
Rezys,0.37
RetoRik,0.89
Rino,0.9
RinoseROs,2.51
RinOplasti,0.23
RinOskOpi,0.1
RybaRb,0.26
ROm,6.29
Rymatizm,2.31
RymatOlOZi,0.16
Rym,8.17
Rja,2.21
Rib@bEl,0.82
Ribo,0.15
RibEs,0.14
Ribozom,0.19
Rik5,2.55
RikEn,2.55
Rikanm@,0.39
RiSaR,2.05
RiSaRd,2.05
RiSEs,13.21
RiSisim,0.25
Ris5,0.28
RikoSE,1.03
Rikota,0.45
Riktys,0.25
Rid,4.2
Rido,19.11
RidEl,19.11
Ridikyl,8.25
Ridikylite,0.14
Ridyl,0.16
RjEl,0.16
Rj5,7.26
RisliG,0.71
Rif,0.53
Rifl,0.12
RiZidite,0.88
Rigolad,2.43
RigOl,1.92
Rigolo,3.99
Rig9R,4.87
RijEt,0.17
Rim,3.08
RimEl,0.16
R5saZ,0.43
RiG,6.49
R5gaR,2.54
R5gaRd,2.54
Rink,0.14
Ripaj,0.2
Rip,0.18
RipOst,1.75
Ripu,1.54
Rip9R,0.31
RiR,38.88
Ri,1.5
Rize,2.22
Riz,0.32
RizEt,0.75
Rizoto,0.54
Risk,69.33
RistuRn,0.54
Rital,2.66
Rital,2.66
Rit,5.43
Rit8El,8.82
RivaZ,5.46
Rival,4.75
Rival,4.75
Rivalite,2.25
Rivo,4.75
Riv,7.92
RivR5,0.36
RivE,0.56
RivjER,32.73
Riks,0.84
Ri,18.49
RizjER,6.45
Rosbif,0.16
ROsbif,0.16
ROb,84.43
RobER,1.51
Rob5,0.41
RobinE,5.89
Robo,22.89
Robotik,0.72
RobystEs,0.17
ROk,3.58
Rokad,0.27
Rokaj,0.16
ROS,5.81
RoSEl,0.74
RoSe,16.97
ROk,22.11
ROkEnROl,0.19
RokEt,1.4
Rok9R,0.3
Rok2z,0.3
ROkiGtSER,0.36
Rokoko,0.14
Rodeo,2.01
RodaZ,0.32
ROdeo,0.23
Rogat6,0.11
RON,3.68
RoN6,1.12
RoNyR,0.35
ROg,0.36
ROg,0.36
Rwa,177.53
RwatlE,0.22
ROl,5.67
ROl9R,1.41
Rom5,1.99
RomEn,1.99
Rom@,23.73
Rom@f9jt6,0.13
Rom@foto,0.28
Rom@sjER,0.93
Rom@sje,0.93
Romani,0.11
RomaniSEl,0.17
RomaniSEl,0.17
Rom@tizm,1.48
RomaR5,1.47
R6bjER,0.13
R6,0.23
R6s,1.1
R6S6,0.23
R6SOn,0.23
R6,16.84
R6dk8iR,0.26
R6pw5,0.44
R6d,9.54
R6dEl,1.16
R6d9R,0.41
R6d5,0.76
R6do,0.34
R6fl9m@,1.39
R6flEt,0.14
R6Z9R,1.43
ROn5,0.3
R6R6,0.16
ROk,1.14
RokE,0.25
RokEt,1.68
Roze,0.86
Roze,3.19
RozER,1.54
Rozal,0.36
ROsbif,1.81
Rozo,1.13
RozRE,0.31
RozEt,0.1
Rozje,0.85
ROs,0.37
RosiNOl,2.56
Ro,1.85
RotaRi,0.76
Rotasj6,2.3
Rot5,0.13
Rot6d,0.11
Rot6d,0.1
RotOR,0.37
ROt,1.85
Rotyl,1.29
RotyR,0.14
RotyRjER,0.17
RotyRje,0.17
RwaZ,1.18
Rw@,0.16
RublaR,0.33
RublaRd,0.33
Rubl,7.88
Rukulad,0.16
Rukulm@,0.33
Rududu,0.28
Ru,21.87
RwanEz,0.27
RwE,0.15
RuflakEt,0.13
RuZgORZ,0.44
RuZo,0.1
RuZod,0.1
RuZOl,1.27
RuZE,0.35
RuZ9R,1.16
Ruf,0.2
Ruj,1.97
Rulad,0.2
Rul@t,0.25
Rul,4.85
Rulo,5.93
Rulm@,2.94
RulEt,5.55
Rulje,0.3
Ruli,0.56
RulOt,1.59
RulyR,0.86
Rum5,2.58
RumEn,2.58
Rumi,0.14
Rund,7.59
RupEt,0.15
RupEt,0.56
Rupi,1.3
Rupij6,0.56
Ruk5,2.84
Rukin,2.84
Rus,5.03
Rus9R,1.45
Rusi,1
Rust,0.34
Rust6,0.24
RutaZ,0.16
RutaR,0.32
Rut,166.72
Rut9R,0.17
RutjER,2.04
Rutje,2.04
Rutin,12.14
Ru,5.03
Rwa,0.17
Rwajal,0.34
Rwajalist,0.28
Rwajalti,0.54
Rwajom,27.79
Rwajote,0.59
Ry,0.26
R8e,0.86
Ryad,0.28
RybeOl,0.14
Ryb@,8.49
Rybi,2.22
RybRik,3.06
RyS,3.57
RySe,0.11
RydEs,0.42
Rydim@,0.24
Ry,157.81
R8El,6.25
Ryfj@,0.55
Rygbi,1.14
RyZism@,0.66
R8in,17.93
R8iso,7.5
Rumba,0.68
Rym9R,22.11
Rymin@,0.11
Ryminasj6,0.14
Ryn,2.4
RyniG,0.66
Ryp5,0.68
Rypin,0.68
RyptyR,8.39
Ryze,1.05
Ryze,1.05
Ryz,9.98
R9S,2.02
Rysto,0.39
Rystod,0.39
Rystin,0.1
RystR,2.26
Ryt,2
Rytabaga,0.26
Ritm,20.43
Ritmik,0.26
savwaR,37.32
Es,38.31
s,38.31
sESS9v2,0.97
sESl5Z,0.74
sEm,0.14
sEv,3.19
syRte,7.04
se@s,22.91
sekat9R,0.17
sesesj6,0.26
seSaZ,0.17
seSREs,2.63
seSwaR,0.95
sekResj6,0.83
seky,1.5
sekyRi,0.15
sekyRite,113.17
sedatif,3.93
sedim@,0.14
sedisj6,1.28
sedykt9R,2.39
sedyksj6,2.54
sedyktRis,2.39
segRegasj6,0.4
seizm,3.31
seZuR,16.6
selenjOm,0.19
selEksj6,4.69
sem@tik,0.29
semafOR,0.15
seminER,3.58
semit,0.36
sene,0.16
senegalE,0.14
senegalEz,0.14
sena,1.38
senat9R,19.77
senatRis,19.77
senilite,0.23
sepaRasj6,10.15
sepaRatist,0.45
sepaRatist,0.45
sepylkR,0.48
sepyltyR,1.51
sekEl,1.31
sek@saZ,0.27
sek@s,7.61
sek@s9R,0.11
sekEstRasj6,0.5
sekEstR,0.33
sekoja,0.41
seRenad,1.13
seRenite,4.71
seRak,0.21
seRaj,0.47
seRaf5,0.2
seRi,36.53
seRj2z,28.09
seRj2,28.09
seRotonin,0.61
seROm,4.16
sezam,1.26
seveRite,0.96
sevis,1.25
sabaj6,0.3
saba,3.28
sabl,25.23
sablije,1.18
sabOR,0.17
sabo,4.95
sabotaZ,4.69
sabot9R,1.15
sabOt2z,1.15
sabRa,0.12
sabR,6.95
sabR9R,0.14
sak,124.6
sakpubEl,0.24
sakaZ,0.13
sasERdOs,0.77
saSE,4.38
sakOS,3.16
sakRe,3.4
sakR,0.75
sakR9m@,2.45
sakRifje,0.57
sakRifje,0.57
sakRifis,23.11
sakRilEZ,1.93
sakRip@,0.47
sakRist5,1.52
sakRistEn,1.52
sakRisti,1.23
sakRistin,0.1
sadizm,0.36
safaRi,1.77
safR@,0.38
saga,0.95
sagE,0.14
saZfam,1.52
saZEs,13.58
sagw5,0.35
saaRj5,0.62
saaRjEn,0.62
saib,1.63
seNe,0.59
sENm@,2.67
saji,0.68
s5du,0.68
s5,39.85
s5bERnaR,0.17
s5tEspRi,0.2
s5fRysk5,0.17
s5tonoRe,0.14
s5pER,0.14
s5pjER,0.16
s5sjEZ,0.3
s5t,39.85
s5tnituS,0.46
s5tnituS,0.51
s5tte,4.74
sezi,2.75
sezism@,0.14
sEz6,31.95
sEzonjER,0.44
sEzonje,0.44
sake,2.55
sale,0.26
salad,21.8
saladje,0.77
salER,26.43
salEz6,0.14
salamalEk,0.32
salam@dR,0.5
salami,2.06
salaRje,0.52
salaRje,0.52
salo,87.4
salte,17.55
saljER,0.28
salisin,0.1
saligo,3.36
salin,0.13
saliv,4.94
sal,116.91
salmonEl,0.45
salwaR,0.1
sal6,39.24
salonjER,0.14
salun,5.08
salOp,0.82
salopaR,21.8
salOp,66.97
salOpRi,25.27
salopEt,0.59
salopjo,0.16
salopjo,0.11
salpEtR,0.72
salsa,1.43
sals9paREj,0.19
saly,277.42
salytasj6,5.79
salvadoRj5,0.78
salvatRis,6.93
salv,1.69
samaRit5,0.5
samaRitEn,0.27
s@ba,2.91
sambo,0.2
samdi,46.53
sami,0.13
samuRaj,1.66
samuRai,1.66
samovaR,0.45
s@p@G,0.14
s@ple,0.1
samuRaj,0.68
sana,0.53
sanatoRjOm,1.69
s@ksj6,2.35
s@kt8ER,4.34
s@ktys,0.23
s@dal,0.22
s@dal,2.99
s@,304.75
s@fRwa,5.41
s@gl,1.68
s@glije,6.05
s@glo,3.79
s@gRija,0.72
s@sy,2.9
sanitER,0.13
s@kylOt,0.16
s@fas6,0.1
s@fil,0.21
s@skRi,0.11
s@sonE,0.32
s@te,88.69
s@tal,0.15
saudj5,0.47
sulaR,0.17
sap,0.59
sap9R,0.78
sap9Rp6pje,0.11
safiR,0.64
sap5,6.91
sapOtij,0.1
saRa,0.1
saRab@d,0.31
saRbakan,0.21
saRkasm,2.37
saRsEl,0.16
saRkOidoz,0.1
saRkom,0.34
saRkofaZ,2.43
saRd,0.2
saRdin,3.88
saRi,0.98
saRm@,0.11
saR6g,0.19
saRaz5,0.2
saRazin,0.2
saRo,0.14
sa,3.26
saSimi,0.23
sas9R,0.54
sat@,0.42
satanizm,0.31
satelit,13.41
sasjete,0.43
sat5,2.65
satiR,0.35
satisfaksj6,7.37
satyRasj6,1.08
satyRnal,0.14
satiR,0.99
sose,0.13
sos,19.24
sosjER,0.27
sosje,0.14
sosis,15.89
sosis6,2.09
sofk6d8i,1.14
soZ,0.81
sol,1.9
som6,5.92
somyR,0.42
sona,3.85
so,14.77
sote,0.36
sot,14.52
sotmut6,0.14
sotREl,3.29
sotRi,0.63
sotERn,0.67
sot9R,1.12
sot2z,1.12
sotwaR,0.18
sot6,0.14
sovaZ6,0.65
sovaZOn,0.65
sovaZRi,0.95
sovkip2,0.1
sovgaRd,1.19
sovtaZ,8.32
sovt9R,1.38
sov9R,6.93
sov2z,6.93
savan,0.34
sav@,5.66
sav@t,5.66
savaR5,0.2
savat,0.44
savtje,0.39
sav9R,3.52
sav6,16.68
savonaZ,0.1
savonEt,0.72
savwajaR,0.5
savwajaRd,0.5
saks,0.36
saksORn,0.4
sakso,0.73
saksOn,0.1
saksofOn,1.32
sEnEt,0.1
sbiR,1.35
sEn,107.96
seleRa,2.87
seleRat,2.87
senaR,0.51
senaRi,19.14
senaRjo,19.14
senogRafi,0.35
skalp,1.44
skalpEl,2.45
sk@dal,20.92
skanaZ,0.1
skanER,8.56
skaniG,0.17
skaf@dR,0.79
skaRabe,1.33
skaRifikasj6,0.14
skaRlatin,0.35
skaROl,0.12
skate,0.14
so,3.72
sele,1.91
sEptisizm,0.62
sEptR,1.62
Sema,4.03
SiliG,1.42
Sizm,0.32
skizofREn,0.93
skizofReni,1.83
Slas,0.14
Snaps,1.86
SnitzEl,0.46
StRumf,0.55
Sus,0.14
sjEn,0.14
si,5.36
sj@s,32.97
sj@sfiksj6,2.36
sj@toloZi,0.3
siRi,0.92
s5tigRafi,0.36
s5tijm@,0.23
sj6,0.28
sjyR,0.69
skleRoz,0.79
skolaRite,1.63
skoljoz,0.24
skon,0.45
skup,5.29
skut9R,3.62
skOp,0.41
skORbyt,0.46
skOR,5.92
skoRi,0.17
skORpj6,3.54
skOtS,9.45
skOtiS,0.14
skubidu,0.23
skumun,0.1
