X2_phon,Freq
Z9nevRije,0.29
Z9nE,0.25
Z@daRm,13.67
Z@dR,5.71
Z9njEvR,0.63
Z9nu,54.24
Z@R,221.51
Z@ti,9.98
Z@tijOm,6.89
Z@tizOm,6.89
dZEntl9man,13.08
ZEnt9lmanfaRm9R,0.14
dZEntl9mEn,13.08
ZERbje,0.45
ZERm5,0.45
ZERm,1.98
ZEzER,0.22
gEto,5.42
ZjauR,0.1
Zib6,0.19
ZibE,1.43
Zibje,6.5
Zikl9R,0.45
Zig,0.15
Zig@tizm,0.2
Zigolo,1.23
Zigo,1.46
ZilE,6.06
Zil,2.43
dZin,6.24
Z5Z@bR,1.5
Zins@G,0.49
ZiROfl,0.83
ZiR6,0.39
Zizm@,1.25
Zit@,7.5
Zit6,1.25
ZivR,0.33
glaj9l,0.38
glasaZ,0.77
glas6,7.4
glasje,5
gladjat9R,2.84
glEv,1.95
glamuR,1.49
glanaZ,0.18
gl@,2.95
gl@d9R,0.48
glan9R,0.18
gla,1.28
glas,1.23
glokom,0.27
glavjo,0.13
glism@,0.48
glOb,4.21
glObtROt9R,0.22
glObyl,3.25
gloRja,2.66
gluglu,0.24
glusm@,0.26
glut6,1.1
glysid,0.51
glykoz,2.08
glytamat,0.16
glikOl,0.12
glif,0.24
NOki,2.02
gnom,2.95
N6,1.02
gnu,0.2
Nuf,0.41
go,15.32
gu,57.94
gute,2.26
gut9R,0.14
goel@,0.53
goem6,0.14
gol,1.32
gOblE,3.25
gObl5,0.19
gOb9R,0.12
gob9R,0.12
godmiSe,0.63
godE,0.33
godijo,0.35
gogo,2.19
gOg,0.23
gwatR,0.11
golEm,0.1
gOlf,14.14
gOlf,1.69
gOlf9R,0.86
g6bo,2.44
gomaZ,0.25
gon,0.86
g6,0.91
g6dolje,0.72
gon,1
g6fl9m@,0.24
g6g,2.41
gOR,0.25
goRE,0.85
gORg6zola,0.22
goRij,6.06
gozje,1.2
gospEl,0.61
gospl@,0.1
gudR6,3.4
gufR,3.84
guZa,1.68
guZ6,0.5
gulaS,0.46
gulag,0.31
gulaS,0.27
gulo,0.5
gupij6,0.16
guRbi,0.17
guRd,2.85
guRd5,1.59
guRm@,1.03
guRmE,0.97
guRu,1.84
gusE,0.27
guvERnaj,2.87
guvERn@,0.45
guvERn9m@,62.66
guvERn9R,21.73
gOj,0.13
gRE,0.31
gRe,11.36
gRem@,0.26
gRezijm@,0.46
gREl6,0.33
gRaba,0.36
gRab9n,0.14
gRabyZ,2.55
gRade,1.94
gRad,6.44
gRad5,1.06
gRafiti,2.73
gR5,14.32
gREsaZ,0.24
gRam,0.28
gRam,5.81
gRamofOn,1.14
gR@,92.25
gR@dyk,2.04
gR@mEtR,0.1
gR@t6kl,0.45
gR@pER,75.64
gR@papa,2.35
gR@pREtR,0.11
gR@paR@,4.59
gRanit,1.74
gRanite,0.17
gRanit,0.34
gRanyle,0.32
gRanyl,0.11
gRaf,0.14
gRafizm,0.28
gRafit,0.29
gRap5,1.54
gRa,1.27
gRadubl,0.22
gRat5,1.63
gRataZ,0.1
gRatsjEl,1.4
gRatdo,0.11
gRatpapje,0.67
gRatm@,0.15
gRava,0.34
gRav9R,0.4
gRavje,2.32
gRavij6,0.1
gRavite,7.58
gRE,0.1
gREk,11.36
gR9d5,1.82
gRin,1.13
gREf,4.25
gRefje,1.54
gREf6,0.33
gR9lo,0.43
gR9nadje,0.14
gR9nje,9.39
gR9nujaZ,0.14
gRigRi,0.21
gRibujaZ,0.66
gRibuj,0.1
gRibuji,0.85
gRijEf,0.77
gRif6,0.59
gRifOn9R,0.14
gRiNotaZ,0.1
gRigRi,0.48
gRil,0.68
gRil,1.66
gRijaZ,1.48
gRijp5,2.9
gRij6,1.45
gRimasje,0.27
gRim,0.48
gRimwaR,0.49
gR5p@,0.1
gR5p9R,0.91
gR5sm@,1.57
gR5S2,1.06
gR5galE,0.44
gRiGo,4.64
gR5gos,4.64
gR5g,0.35
gRijo,0.58
gRip,0.2
gRipsu,0.25
gRi,2.83
gRigRi,0.22
gRisbi,0.15
gRizli,0.57
gRizli,0.74
gROg,0.63
gRONm@,1.33
gRoN6,0.32
gRw5,0.43
gR6dm@,1.3
gRum,1.17
gRo,29.25
gRozEje,0.17
gRosje,1.27
gRotEsk,0.79
gRujm@,0.16
gRujo,0.12
gRawnd,0.27
gRup,7.65
gRup,104.38
gRupm@,0.98
gRupyskyl,0.36
gRyo,0.73
gRymo,0.28
gR9nZ,0.27
gRytje,0.14
gRyjER,1.02
ge,0.98
gepaR,0.44
geRid6,0.7
geRijeRo,2.81
geRijeRos,2.81
geRis9R,3.2
gepje,0.27
gwakamole,0.43
gwano,0.23
gElf,0.1
gERje,16.75
gE,3.29
gEtap@,0.68
gEt9R,1.09
g2laR,0.23
g9lt6,0.65
g2,2.87
gygys,1.12
gi,2.9
giSE,3.81
giStje,0.31
gidaZ,1.19
gid6,1.27
giNOl,3.29
giligili,0.16
gijmE,0.52
gijmo,0.11
g5d@,0.1
gyldEn,0.1
g9n,1.51
gypi,0.55
gys,8.5
gys,0.14
gyt,0.64
Zimnaz,4.28
ZiRok6pa,0.14
ZiRofaR,0.56
ZiRoskOp,0.5
a,2.94
ER,0.17
opital,133.15
opito,133.15
ot,19.43
otEl,114.67
ot9lje,0.44
abl9R,0.19
al,0.15
ebete,0.13
ebERZ9m@,0.68
ebR2,1.67
ebR2,0.4
elikOptER,13.96
elipOR,0.12
eljOm,0.99
ematokRit,0.6
ematom,1.53
emisfER,1.38
emogRam,0.12
eRo,0.36
eRis6,0.75
eRitaZ,12.37
eRitje,10.82
eRoizm,1.06
eR6,0.64
eRo,76.58
evea,0.23
aiky,0.3
aisj5,0.58
EtR,0.65
abilite,0.58
abijaZ,0.14
abijm@,0.55
abij9R,0.72
abi,27.64
abitakl,0.27
abit@,16.68
abita,1.38
abit8e,2.45
aS9R,0.11
aSi,1.07
aSwaR,0.7
ak,0.23
ak9R,0.99
adOk,0.23
adZ,1.88
adZi,0.47
agis,0.27
aj6,1.78
alEtm@,0.45
alaZ,0.16
al9R,0.11
ol,9.9
alali,0.14
alysinoZEn,0.32
alo,1.36
aloZEn,0.12
alopeRidOl,0.12
alotan,0.5
altER,0.95
amak,1.84
@buRg9R,7.47
ams6,3.08
amo,0.81
amam,0.73
amERlEs,0.27
amstER,2.51
@,1.06
@dbal,0.52
@dikap,3.7
@dikape,4.9
@gaR,5.65
ant6,0.5
anOvRi5,0.14
ap9niG,0.41
apiEnd,0.51
aRakiRi,0.29
aRa,0.19
aRasm@,0.27
aRsElm@,3.69
aRs9l9R,0.17
aRd,0.48
aREm,1.78
aR@,2.78
aR@gje,0.1
aRiko,8.85
aRmonika,1.41
aRmonik,0.22
aRnE,1.29
aRp6,1.18
aRponaZ,0.17
abij5n,0.18
azaR,48.07
aS,2.16
aSiS,0.39
aSiS,0.11
asidim,0.22
ob@,0.37
o,77.86
odfORm,0.45
opaRl9R,3.65
ot5,0.12
obwa,0.38
ot5,0.11
odSos,0.15
avan,0.5
avR,0.89
avR9sak,0.12
om,0.55
Ebdo,0.2
EbdomadER,0.18
EktaR,2.95
EmlOk,0.23
ene,1.15
enism@,0.45
@Ri,0.15
ERbaZ,0.1
ERbisid,0.32
ERbje,0.16
ERbivOR,0.2
ERkyl,0.77
ERmEz,0.73
ERmetizm,0.14
ERpEs,0.86
Etm@,0.34
9R,0.28
2R2,9.11
9R,0.49
Egzagon,0.23
jeRoglif,1.25
ibiskys,0.13
ibu,5.01
ik,2.21
ikoRi,0.14
ajlajf,0.27
ajtEk,0.13
ajl@d9R,0.3
il,0.24
indi,0.14
5du,1.79
5duizm,0.28
ipOp,1.74
ipo,0.41
ipok@p,0.63
ipodRom,0.53
ipogRif,0.19
ipopotam,2.52
ipi,0.25
istoRj5,2.32
istoRik,2
istRij6,0.34
it,1.59
itpaRad,0.73
itleRj5,0.1
ivER,38.96
Obiz,3.11
Obi,3.11
OSm@,0.1
oSE,0.88
OkE,6.38
OkEj9R,0.5
OdZa,0.19
ola,0.71
Old9p,7.78
ol@dE,2.93
olokost,1.61
ologRam,1.93
omaR,4.96
6bR,1.6
om,4
omEl@d,0.14
omisid,12.07
omaZ,16.45
Om,1123.55
Omfam,0.36
OmgR9nuj,0.35
OmOZeneizat9R,0.14
omoseks8El,3.62
Om6kyl,0.14
6gk6gE,0.14
6gRwa,1.73
on9R,130.69
onoRER,3.06
uligan,0.72
ulig@,0.72
okE,1.73
oRER,8.94
oRiz6,9.04
ORloZe,0.39
oRoskOp,2.9
ORbOR,0.45
ORd9vR,0.56
ORZ2,0.2
ORlalwa,3.21
ORpist,0.45
ORt@sja,0.66
ozana,0.54
Ospis,3.12
Osto,5.74
Ot,0.56
OtdOg,6.09
OtdOg,2.69
ubl6,0.31
uRa,2.38
uRa,0.77
uRvaRi,0.27
uzo,0.1
8aR,0.59
yblo,2.61
ygno,0.33
8ilje,0.1
8i,0.48
8isje,2.84
ylylm@,0.27
ymeRys,0.22
ym5,30
ymanizm,0.41
ymanitER,0.57
ymanitaRizm,0.11
ymidifikat9R,0.2
ymuR,17.22
ymys,0.32
1,0.16
ynje,0.17
yRl9m@,4.59
yRl9R,0.22
yRlybERly,0.23
9Rikan,0.56
yski,0.2
yski,0.28
ysaR,0.71
ibRid,1.97
idRat,0.42
idRavj6,0.47
idRokaRbyR,0.5
idRoZEn,1.76
idRomEl,0.52
idRofOn,0.25
idROksid,0.13
imene,0.34
imEn,2.05
ioid,0.13
ipERspas,1.89
ipERmaRSe,0.15
ipERs@sibl,0.28
ipnotik,0.16
ipnotiz9R,0.63
ipnotizm,0.3
ipok6dRijak,0.17
ipotalamys,0.29
i,71.21
ibeks,0.11
ajsbERg,1.88
iktER,0.16
ideal,11.22
idealizm,0.98
ideo,11.22
ideogRam,0.39
id,0.47
idjo,90.57
idjotizm,0.14
idolatR,0.16
if,7.19
iglu,1.08
iNoR@,3.41
igwan,0.69
il,1.25
iletRe,0.62
ilymine,0.8
ilystRat9R,0.15
ilOtism,0.14
imaZinER,1.12
imam,1.27
5bRoglijo,0.46
imitat9R,1
imedja,0.98
im9bl,30.03
imigRe,1.54
imigR@,1.46
imobilje,3.18
imORtEl,1.21
5po,15.14
5peRatif,0.69
5peRjalizm,0.64
5pakt,9.54
5pER,0.22
5pala,0.19
5paRfE,0.64
5pasj@,0.59
5pEje,0.11
5peje,0.11
5pER,2.08
5pERmeabl,2.14
5pERtin@,0.97
5pl@,5.11
5poli,0.62
5p6deRabl,0.1
5pOR,0.43
5pOREkspOR,0.47
5pORt@,3.2
5pORtat9R,0.24
5pORt1,0.36
5poze,0.16
5posibl,34.06
5pOst9R,6.04
5pResaRjo,1.21
5pRevy,3.22
5pResaRi,0.39
5pResaRjo,0.39
5pResjonizm,0.16
5pRime,0.74
5pRim9R,1.12
5pR6pty,0.14
5pRyd@,0.42
5p8is@,1.17
5pylsif,0.4
inpas,0.16
inaktif,0.13
inadapte,0.14
5s@dje,0.16
5s@di,19.84
5sEst,2.11
5sid@,20.35
5sineRat9R,0.67
5koNito,0.3
5k6pRi,0.29
5k6fOR,0.37
5kony,24.25
5k6sj@,2.87
5k6venj@,5.23
5kRwajabl,21.11
5kRwaj@,0.16
5kybat9R,0.41
5kyb,0.1
5kylpe,0.9
5desi,0.42
5defini,0.1
5dep@d@,0.94
5dep@d@tism,0.1
5dep@d@tist,0.27
5d,0.24
5dEks,2.18
5dik,5.36
5dikat9R,1.77
5dikatif,0.81
5dis,22.13
5dj5,12.99
5difeR@,0.47
5diZ@,0.57
5digo,0.45
5diskRE,0.3
5disp@sabl,0.41
5dividy,15.38
5divid8alizm,0.5
5doSinwa,0.1
5donezj5,0.26
5dystRijEl,2.97
in@plwa,0.1
5feRj9R,0.52
5f@,5.52
5faRktys,4.87
5fini,3.39
5fiRmje,39.56
5fly,0.25
5fORme,0.42
5fORmat9R,4.15
5fORmatisj5,1.03
5fRaRuZ,1.31
5Zenj9R,21.12
5Zeny,0.99
5gRedj@,4.22
5gRa,3.11
inalat9R,0.93
inibit9R,0.84
inisje,0.97
inisjat9R,0.11
5ZEkt9R,0.6
inos@,24.68
inOks,0.13
inOksidabl,0.23
5kjE,1.9
5kizit9R,1.45
5seminat9R,0.27
5skRi,0.64
5sEkt,13.79
5sEktisid,1.05
5s@se,1.57
5sER,0.3
5siN,5.56
5sOl,1.31
5sol@,1.31
5susj@,0.27
5sumi,0.36
5spEkt9R,69.77
5spiRe,0.25
5spiRat9R,0.13
5st@,189.41
5st@tane,0.33
5stigat9R,1.04
5st5,16.95
5stity,5.49
5stityt9R,11.8
5stRykt9R,1.6
5stRym@,22.67
5sy,3.74
5sylte,0.19
5syRZe,0.33
5teRE,81.09
5teRese,1.47
5teREs@,13.95
5teRj9R,90.11
5teRim,1.1
5telEkt,1.14
5telEkt8El,5.09
5t@d@,4.55
5tER,0.84
5tERsEpt9R,0.45
5tERdi,3.54
5tERfeR6,0.12
5tERlokyt9R,1.28
5tERlyd,0.3
5tERmEd,0.89
5tERmEdzo,0.1
5tERne,0.3
5tERna,2.37
5tERnasjonal,0.87
5tERnasjono,0.87
5tERn9m@,0.51
5tERfOn,1.87
5tERogat9R,0.21
5tERogatwaR,11.66
5tERypt9R,2.94
5tERstis,0.33
5tERval,2.82
5tERv9n@,0.35
5tEst5,4.29
5tifada,0.42
5tityle,0.38
5tRig@,0.4
5tRovERti,0.27
5tRy,4.35
5v@dy,0.47
5v@tER,4.02
5v@t9R,3.34
5vERtebRe,0.2
5vERti,0.56
5vEstigat9R,0.13
5vEstism@,7.38
5vEstis9R,2.64
5vizibl,1.06
5vite,41.19
jOd,1.15
j6,0.85
jota,0.22
ipeka,0.32
iRakj5,0.64
iRanj5,0.36
iRakj5,0.11
iRidjOm,0.18
iRis,3.93
ajRiSkOfi,0.16
iRl@dE,3.37
iRegylje,0.24
iREspE,0.13
izabEl,0.16
islam,2.84
ism,0.34
izole,0.84
izol@,0.45
izOlm@,5.63
izolwaR,0.75
izotOp,0.64
isRaelj5,4.53
isRaelit,0.41
izm,0.19
italjano,0.24
italj5,23.82
itineRER,4.18
itineR@,0.2
ivwaR,1.98
Zi,64.31
Zez8it,1.54
Zezy,8.19
Zabo,0.16
dZak,2.26
Zakpo,1.96
Zak,2.26
Zakobit,0.18
ZakaR,0.11
Zak,3.12
ZakE,0.25
Zakyzi,3.46
Zad,0.66
ZagwaR,0.91
Zajism@,0.25
ZE,0.43
ZaZa,0.2
Zal6,0.17
Zalu,6.97
Zamaik5,0.19
Z@b6,9.43
Z@,0.1
Z@vje,8.34
Zap6,0.2
ZaponE,13.23
ZaR,0.12
ZaRd5,60.21
ZaRdinaZ,1.65
ZaRdinE,0.18
ZaRdinje,7.29
ZaRg6,1.91
ZaRE,1.31
Zasm5,1.57
Zavlo,0.71
dZaz,7.38
dZazROk,0.14
dZazman,0.34
dZazmEn,0.34
Z9nsekwa,0.34
Z2n,1.84
dZin,6.55
Z@futR,0.41
dZins,6.55
xeREs,0.67
dZERk,0.11
ZeRikan,0.37
ZERikan,0.19
ZeRikan,0.42
ZERzE,0.51
ZERsE,0.51
dZEt,10.49
dZEtsEt,0.42
Z9te,0.76
Z9te,2.62
Z9t9R,0.23
Z9t6,10.27
Z2,190.44
Z2k6kuR,0.1
Z2di,26.09
Z9nE,0.11
Z9no,1.56
dZing9l,1.14
dZing9ls,1.14
ZjyZitsy,0.35
Zoaje,0.39
dZOb,28.62
ZobaR,0.46
dZOge,0.34
dZOg9R,0.34
dZOg9R,0.26
dZOgZ9R,0.26
dZOgiG,2.21
Zw5,8.38
ZoZo,0.68
ZokER,3.54
Zoli,0.96
Z6,0.24
Z6gl9R,0.58
jOnkER,0.34
ZozEf,0.17
ZwE,25.5
Zw9R,28.45
Zufly,0.47
Zu,2.48
ZuZu,1.63
ZuZu,0.82
Zul,0.22
ZuR,1061.92
ZuRnal,110.8
ZuRnal2,0.12
ZuRnalje,0.25
ZuRnalizm,3.25
ZuRno,110.8
Zuv@so,0.28
Zwajo,3.6
ZOjstik,0.11
Zybile,0.33
Zydaizm,0.51
Zyda,1.28
Zydo,0.9
ZyZe,0.19
ZyZ,66.45
ZyZm@,21.43
Z8if,45.32
Z8ijE,11.97
Z85,13.4
dZukbOks,1.61
Zyl,4.13
Zylo,0.12
dZ9mbo,0.52
Zymo,13.74
dZ9mp9R,2.26
dZ9mpiG,0.21
Z9nki,5.15
Zynki,0.15
Zyp6,3
ZyRe,8.82
ZyR6,2.1
ZyRi,18.8
Zy,22.36
ZystokOR,0.22
Zyst,18.73
Zystisje,1.97
Zystifikatif,0.49
Zyt,0.64
ka,9.93
ka,0.29
kepi,2.39
keRabo,0.1
keRozEn,0.91
kabuki,0.42
kadiS,0.2
kadi,0.11
kaki,0.68
kaleidoskOp,0.21
kali,0.19
kami,0.2
kamikaz,1.26
kan,0.12
kana,0.12
k@guRu,1.85
kapo,0.29
kapa,0.17
kaRaoke,0.99
kaRate,2.64
kaRi,0.19
kaRma,10.73
kaRt,0.3
kaRtiG,0.34
kat@gE,0.1
kajak,0.34
kazak,0.1
kebab,0.78
k9bab,0.78
kEndo,0.24
kEtS,0.11
kEtS9p,4.45
k2m,0.35
k9vlaR,0.26
kan,0.3
kibuts,1.85
kik,0.47
kike,0.14
kid,6.62
kidnap9R,3.55
kidnapiG,5.58
kif,1.25
kiki,0.53
kil,0.17
kilim,0.28
kilo,22.54
kilogRam,0.17
kiloERts,0.14
kilomEtR,24.8
kilomEtR9R,0.14
kilometRaZ,0.5
kilotOn,0.1
kilt,0.55
kimono,2.11
kjOsk,4.05
kip,0.63
kiR,0.63
kiRgiz,0.14
kiRS,0.56
kit,7.33
klaks6,5.55
klinEks,1.35
klistR6,0.12
knOkawt,0.12
koala,0.19
kobOld,0.37
kodjak,0.31
kOlkoz,1.11
kOlkozj5,0.2
kOm@do,0.28
kOmsomOl,0.25
k6do,0.12
kopEk,1.52
kopEk,0.14
kOt,0.33
kulak,0.11
kRak,0.15
kRaft,0.8
kRakEn,0.14
kRil,0.17
kRipt6,1.04
kOmkwat,0.16
kuGfu,1.12
kyRsal,0.2
kvas,0.2
kiRjeeleisOn,0.41
kist,0.57
El,5.44
lavwaR,0.15
l,5.44
lESbOt,0.11
lESbOt,0.68
lESky,1.29
lESvitRin,0.26
laSe,0.95
laS9R,0.67
le,2.3
leSaZ,0.19
leS9R,0.47
lega,0.15
leZjonER,1.23
leZislat9R,0.47
leZislatif,0.2
legym,15.16
lemyRj5,0.34
leninizm,0.27
leopaR,3.64
lepR2,2.65
levjat@,0.27
levRije,0.94
lezaR,6.16
laik,0.32
lajys,1.78
labEl,1.59
lab9R,3.73
labo,29.95
laboR@t5,0.12
laboRatwaR,14.74
labuR,0.67
labuRaZ,0.14
labuR9R,0.2
labRadOR,0.36
labiR5t,5.05
lak,31.16
lasE,4.4
lak,0.16
lak,3.6
laktoz,0.69
lad,0.2
lag6,0.84
lE,0.26
lE,1.42
lEdR6,0.47
lEnaZ,0.17
lER,0.36
lese,0.81
lesepuRk6t,0.23
leseale,0.75
lEsepase,4
lE,59.62
lEtaZ,0.41
letje,1.32
lEt6,0.21
lama,2.13
lam@t5,0.84
l@bda,0.74
l@bo,2.41
l@b5,0.16
l@padER,1.89
l@pj6,0.28
l@sflam,1.06
l@sfyze,0.12
l@sgR9nad,0.34
l@smisil,0.26
l@spjER,0.25
l@spjER,0.39
l@sRokEt,0.72
l@sm@,8.88
l@se,4.04
l@sR6,0.18
l@s9R,2.25
l@sje,0.55
l@d,2.77
l@do,1.01
l@diG,0.1
l@gaZ,16.68
l@Z,0.85
l@sk9nE,1.36
lapRo,0.31
lap5,39.28
lap6,2.21
laps,0.57
lapsys,0.93
lakE,1.15
laRb5,3.17
laRs5,0.6
laR,8.62
laRd6,0.83
laRf9j,0.13
laRf9j,0.16
laRgaZ,1.36
laRZ,8.63
laRgo,0.25
laRg,0.11
laR6,0.51
laRsEn,0.89
laR5gOskOp,0.19
laR5goskOp,0.19
laR5ks,0.94
laskaR,1.34
lazER,7.87
laso,1.02
latEks,1.65
lat5,6.62
latino,2.89
latinoameRik5,0.1
lati,0.15
lodanOm,0.45
loRea,0.46
loRje,2.27
loRjeRoz,0.14
lavabo,3.38
lavaZ,5.09
lavl5Z,0.83
lavvEsEl,0.88
lavm@,1.38
lav9R,2.49
laksatif,0.98
laksizm,0.28
lazaRo,0.27
lid9R,12.72
lid9RSip,0.38
liziG,0.24
lEkt9R,6.31
lEktoRa,0.15
lego,0.44
lEgo,0.44
lEg,1.34
lE,0.8
lEm,0.16
lEmiG,0.16
l@dm5,29.29
lEsbjanizm,0.12
lEzbj5,5.38
lEst,0.97
lEt6,0.14
letRe,0.31
lEtRe,0.31
l2,0.92
l2kosit,0.1
l9R,2.67
lEv,0.68
l9ve,0.46
l9v5,0.18
l9ve,4.92
l9vje,3.46
lEksik,0.11
li,2.56
ljEZ,0.46
ljEvR,4.3
ljaR,0.23
libeRal,1.47
libeRalizm,0.22
libeRat9R,1.7
libeRo,1.47
libanE,0.92
libEl,0.14
libRa,0.16
libERt5,1.25
libERtinaZ,0.39
libReS@Z,0.32
libRaRbitR,0.12
libj5,0.11
lis@sje,0.68
lis@sim@,3.93
likEn,0.11
lj5,35.89
ljER,0.43
lj2,182
lj2tn@,80.99
lj2tn@kolonEl,1.74
lift,0.61
liftje,0.39
liftiG,1.4
lif,0.61
ligam@,1.12
liNaZ,0.13
liNit,0.14
lila,2.28
limaZ,0.26
l5b,0.81
limbo,0.36
limje,1.12
limoZaZ,0.11
lim6,0.53
limuz5,3.93
l5,2.35
l5s9l,1.98
l5dOR,0.27
lingam,0.54
l5Z,17.04
l5go,1.58
lino,0.38
linoleOm,0.18
l5to,0.24
lj6,20.86
lj6so,0.21
likid,18.41
liR6,0.14
lis,9.11
listiG,0.26
list6,4.14
li,184.27
litjOm,0.94
litiZ,0.78
litR6,0.2
liteRat9R,0.23
litoRal,0.21
litORo,0.21
lit8anj5,0.21
liviG,0.87
liviGRum,0.23
livRE,3.26
livR9R,4.46
lod9R,0.14
lObi,0.29
lObi,0.83
lOb,3.58
lokal,5.78
loko,5.78
lOk,0.65
lOkawt,0.11
loko,0.73
lokys,0.15
lodEn,0.27
lOft,1.36
lOf,1.36
lOZm@,11.13
loZ9R,1.52
loZisjEl,3.61
loZi,2.7
logo,1.65
logOs,0.16
lw5t5,1.14
lwaR,0.69
lwaziR,5.09
lolo,1.81
l6bRik,0.28
l6,21.79
l6kuRje,0.26
l6gan,0.14
luk,10.93
luks,10.93
lupiG,0.33
luz9R,1.09
lop5,0.62
lokE,0.6
loR@,0.14
lOR,1.41
lORdz,1.41
lo,5.08
loz@Z,0.11
loze,4.77
lozER,4.77
lo,13.28
lotism@,0.77
loto,6.75
lotys,0.58
lubaR,1.73
lw9R,0.65
lufja,0.2
lwi,5.01
lulu,1.48
lu,30.42
lugaRu,3.98
lupe,0.72
lupjo,0.13
luR,1.25
luRdo,0.64
luvto,0.23
lwaje,17.18
lybRifj@,0.63
lykR,0.14
lyZe,0.38
l6bago,0.16
l1p,0.14
l9ntS,0.54
l1di,36.94
lypanaR,0.21
lyp5,0.25
lypys,1.28
lyREks,0.2
lyR6,0.69
lystR,3.92
ly,0.14
lyt,0.17
lyteRj5,0.12
lytje,0.11
lyt5,2.14
lyt9R,1.27
lyts,4.52
lyks,0.34
lyks,15.62
lise,42.56
lise5,3.55
lik@tROp,0.1
litSi,0.16
likRa,0.28
l5fosit,0.18
l5fom,0.3
l5S,0.29
l5SaZ,0.99
l5ks,1.73
liRizm,0.26
lis,2.41
lizozom,0.14
Em,69.91
mEtR,43.49
mal,11.72
ma,1.67
mat5,0.26
myRje,0.48
myRism@,0.1
me@dR,0.72
mesEn,0.82
mekanisj5,5.81
mekanizm,4.59
mekano,2.5
meS@,14.82
mek6t@,0.62
mek6t@tm@,1.62
mekRe@,1.41
medaje,0.24
medaj6,1.77
mEds5,140.19
mEds5SEf,0.56
mEds5maZOR,0.7
medja,10.23
medjaskOp,0.14
medjast5,0.2
medjat9R,0.6
medikam@,41.82
mediz@,0.17
meditERane5,0.45
medjOm,6.07
medjys,0.16
medOk,1.48
mefE,1.85
mefj@,0.24
megafOn,0.89
mego,2.66
meaRi,0.14
mel@Z,9.9
melanom,0.52
melimelo,0.39
melo,0.89
melodRam,1.09
meloman,0.44
memo,3.21
memoR@dOm,0.1
memoRjal,0.81
memoRjo,0.81
menaZ,29.46
menaZm@,0.45
menaZe,2.57
menEstREl,0.43
menisk,0.39
mepRi,7.39
meRidj5,0.25
meRidjonal,0.78
meRidjono,0.78
meRit,8.49
meRu,0.99
meta,0.14
meteOR,1.06
metabolizm,1.27
metakaRp,0.13
metal,14.36
metalyRZist,0.27
meto,14.36
meteje,0.23
metan,0.7
metanOl,0.13
metje,55.03
metis,2.12
metisaZ,0.23
metRaZ,0.91
metRo,18.17
metRonOm,0.16
mais,6.33
mas6,3.79
mEtR,128.55
mEtR9S@t9R,0.21
mEtR9Sj5,0.11
mEtR9naZ9R,0.45
mabul,0.34
mak,7.74
masedonj5,0.23
makadam,0.23
makadamja,0.11
makaR6,0.34
makaRoni,3.11
makabe,2.63
makfaRlan,0.34
maS5,14.6
matSizm,0.36
matSo,3.19
makintoS,0.26
makRame,0.14
madER,0.11
madR,0.62
madRije,0.14
madRigal,0.14
madRigo,0.14
malstROm,0.14
maEstRo,5.96
mafj2,0.94
mafjozi,0.73
mafjozo,0.73
magaz5,60.62
magazinje,0.55
magazin,21.42
maZ,1.57
magReb5,0.81
maZisj5,13.76
maZistER,0.1
maZistRa,3.28
magma,0.33
maNezjOm,0.75
maNetizm,1.41
maNetofOn,2.7
maNetoskOp,2.12
magna,0.96
maNolja,0.14
magnOm,3.69
mago,2.24
maguj9R,0.43
magjaR,0.1
maZ6G,1.54
maaRadZa,0.14
maaRadZa,1.47
maaRadZa,0.51
mEgR9lE,0.27
megRiS6,0.96
mEgRiS6,0.96
mEjl,3.29
majE,0.46
maj6,1.12
majo,9.88
m5tj5,2.13
mER,28.17
maZ9R,0.65
maZoRdOm,2.87
maki,0.12
mal,326.58
malEtR,0.34
maleme,0.21
malp@s@,0.14
malefis,0.89
malabaR,1.52
maladRwa,1.94
malaga,0.84
malE,0.31
mal@dR5,0.32
malapRi,0.17
malS@s2,0.8
mal@t@d@,0.38
mal@t@dy,11.82
malfEt9R,2.93
malfRa,1.53
mal9R,56.89
mal2R2,12.88
mal5,22.67
malotRy,0.46
malpoli,0.2
malt,0.68
maltE,0.16
malvEj@,0.22
m@ba,0.1
m@bo,1.58
maml6,1.49
mamifER,1.27
mamut,1.38
mamuR,0.46
manEZ,5.92
manaZm@,0.57
manadZ9R,8.08
manadZER,8.08
man@,0.4
m@So,1.56
m@dala,1.76
m@d@,0.1
m@daR5,0.47
m@da,25.25
m@datER,0.37
m@dR5,0.15
m@ga,0.37
m@ganEz,0.23
m@ganit,0.14
m@Zdisk,0.11
m@Ze,5.62
m@Z9R,3.45
manim@,0.5
manifEst@,2.06
manifEst,1.19
manij6,0.27
manjOk,0.23
manipylat9R,1.47
manitu,0.51
manitOl,0.19
manwaR,6.08
manomEtR,0.47
m@k@,0.14
m@k,24.77
m@km@,0.54
m@to,39.97
m@tRa,0.34
man8El,6.63
manyfaktyRje,0.1
manyskRi,5.48
makRo,7.5
makRotaZ,0.1
mak9RElaZ,0.1
makiN6,0.35
makijaZ,11.39
makij9R,0.82
maki,0.91
makizaR,0.16
maRa,0.41
maRekaZ,3.18
maReSal,2.84
maReSalfER@,0.22
maReSo,2.84
maReSe,0.38
maRE,6.91
maRasm,0.42
maRat6,2.12
maRatonj5,0.17
maRo,0.68
maRod9R,1.99
maRavedis,0.11
maRbR,7.31
maR,1.28
